id_persona,informal,anios_estudio,edad,sexo,area,casado,fexp
775,0,13,61,1,0,1,434.31
776,0,5,22,0,0,0,411.11
777,0,2,47,1,1,1,68.62
778,0,15,47,1,1,0,220.5
779,0,6,34,1,1,1,65.62
780,1,13,64,0,1,0,95.93
781,0,8,40,1,0,1,320.63
782,0,14,32,1,0,1,443.22
783,0,2,54,1,0,1,103.92
784,0,1,38,0,0,1,252.99
785,1,1,31,1,1,1,459.9
786,1,2,19,0,1,1,416.44
787,0,17,28,1,0,1,283.85
788,0,13,56,0,1,0,397.21
789,0,17,55,1,1,1,285.21
790,0,9,51,0,1,0,121.14
791,1,1,55,1,1,0,106.13
792,0,0,51,1,1,0,134.77
793,0,3,35,1,0,0,207.91
794,0,13,47,0,1,1,468.74
795,0,0,32,0,0,0,409.86
796,0,13,44,1,1,0,244.76
797,0,15,51,0,1,0,271.88
798,0,13,55,1,0,1,169.52
799,1,2,50,1,1,1,366.96
800,0,2,41,1,1,0,411.24
801,0,8,32,0,0,0,157.51
802,0,5,47,1,1,0,68.82
803,1,12,59,1,0,1,330.75
804,0,1,34,0,1,1,303.13
805,1,7,22,1,1,1,230.96
806,0,1,46,0,1,0,339.75
807,0,3,21,0,1,1,297.78
808,0,14,27,0,1,1,162.76
809,0,3,34,0,1,0,228.98
810,1,12,27,1,0,0,242.65
811,0,11,34,0,1,0,446.11
812,0,12,37,0,0,1,482.41
813,0,13,41,0,1,1,451.85
814,0,17,22,1,0,1,373.63
815,1,5,51,1,0,1,313.25
816,0,10,23,0,1,0,360.17
817,1,1,19,0,0,1,472.6
818,0,18,30,1,0,1,162.5
819,1,18,60,0,0,0,290.8
820,0,4,60,0,0,1,360.32
821,0,18,28,0,0,0,355.66
822,0,1,64,1,0,0,163.53
823,0,9,40,0,1,1,314.03
824,0,1,33,0,0,1,408.16
825,1,10,48,0,1,1,263.79
826,1,17,28,1,0,0,406.98
827,0,14,33,0,1,1,211.95
828,0,8,25,1,1,1,472.44
829,0,18,21,0,0,1,290.27
830,1,8,57,0,1,1,318.18
831,1,2,21,1,1,1,64.11
832,0,8,42,0,1,0,126.62
833,0,13,20,1,1,1,334.82
834,0,18,49,1,0,0,238.94
835,1,6,20,1,1,0,278.67
836,0,15,44,0,1,0,78.34
837,0,15,46,1,1,1,425.36
838,0,0,49,0,0,0,403.03
839,1,3,36,1,1,1,133.41
840,0,3,38,1,1,0,335.45
841,0,6,22,1,0,1,418.24
842,0,7,35,0,0,1,338.38
843,0,16,45,1,0,1,189.68
844,1,4,59,0,1,0,345.25
845,1,6,39,1,1,1,144.71
846,0,3,38,0,1,1,193.21
847,1,5,23,0,1,1,158.03
848,0,6,18,1,1,1,300.62
849,0,17,22,1,0,1,98.7
850,0,4,58,0,1,0,469.99
851,1,2,29,1,1,1,200.08
852,0,6,43,0,1,1,148.54
853,0,13,63,0,1,0,273.45
854,1,6,51,0,1,1,174.65
855,0,4,31,0,1,0,290.71
856,0,4,43,0,1,1,206.83
857,0,1,62,1,1,1,109.43
858,0,5,44,0,1,0,169.65
859,1,14,26,0,0,1,247.3
860,1,9,43,1,0,0,63.63
861,0,6,64,0,0,0,396.79
862,0,4,39,0,1,0,329.82
863,1,0,64,1,0,1,320.61
864,0,12,47,1,0,0,295.72
865,0,17,60,1,0,1,315.64
866,0,12,34,1,0,1,470.59
867,0,17,43,1,1,0,53.86
868,0,4,53,0,0,1,71.51
869,1,12,18,1,1,1,136.17
870,0,3,25,0,1,1,125.29
871,0,16,52,1,1,0,131.54
872,0,2,32,0,0,0,352.37
873,0,16,64,1,1,0,256.77
874,0,10,39,0,1,0,496.3
875,1,3,31,1,1,0,152.1
876,0,1,43,0,1,0,189.87
877,0,15,45,1,0,0,492.91
878,0,17,40,1,0,0,424.29
879,0,7,31,0,0,0,261.41
880,1,2,41,1,1,0,299.57
881,0,8,19,1,0,1,429.43
882,0,5,62,1,0,0,266.44
883,1,9,43,0,1,1,142.71
884,0,9,31,0,0,0,422.8
885,0,12,24,0,0,1,292.0
886,0,16,20,0,1,0,118.87
887,0,8,64,1,0,1,277.51
888,0,16,40,0,1,1,235.94
889,1,8,63,1,1,0,444.58
890,1,8,60,0,1,1,106.72
891,0,0,64,1,1,1,443.84
892,0,1,62,1,1,0,280.49
893,0,15,35,1,1,1,231.96
894,1,0,55,0,1,1,122.89
895,1,9,52,0,1,1,365.37
896,0,17,32,0,1,0,467.06
897,1,7,42,0,1,1,218.92
898,1,10,54,0,1,1,158.71
899,1,1,45,0,0,1,299.69
900,0,7,27,0,0,1,408.28
901,1,7,56,1,0,0,51.7
902,0,16,34,0,1,1,334.12
903,1,14,56,0,1,0,318.43
904,0,16,39,0,1,0,193.17
905,0,12,43,1,0,1,253.14
906,0,18,61,1,1,1,161.13
907,0,4,42,1,0,0,405.45
908,1,11,34,1,0,1,335.54
909,1,0,30,0,0,0,289.72
910,1,4,37,1,1,0,226.64
911,1,7,42,0,1,1,181.12
912,0,12,21,0,1,0,420.23
913,0,7,27,1,0,0,253.13
914,1,10,20,1,1,0,275.65
915,0,0,58,0,1,1,284.37
916,0,12,62,1,0,0,251.77
917,0,18,35,1,1,0,165.24
918,0,2,64,0,1,1,104.15
919,0,16,53,0,1,1,94.34
920,0,4,64,0,1,0,390.86
921,0,7,39,0,1,1,150.59
922,0,13,51,0,0,0,75.05
923,0,3,64,0,1,1,408.88
924,0,10,25,0,0,0,119.33
925,0,14,57,1,0,0,331.32
926,0,18,61,1,0,0,202.39
927,0,6,36,1,1,0,106.92
928,0,18,59,0,1,1,236.52
929,0,18,58,1,0,0,56.66
930,1,10,54,1,1,0,428.47
931,0,4,23,1,1,1,281.07
932,0,4,43,0,0,1,112.62
933,0,7,51,1,0,0,156.64
934,0,9,62,0,1,0,251.59
935,1,5,23,0,0,0,134.99
936,1,14,54,1,1,0,170.87
937,0,15,50,1,0,0,290.47
938,0,16,39,0,1,1,424.67
939,0,7,38,1,1,1,230.83
940,0,7,23,1,1,0,372.64
941,0,8,23,0,1,0,444.51
942,1,1,21,1,1,0,147.34
943,0,14,47,0,1,0,413.24
944,0,17,28,1,1,0,390.83
945,0,2,47,0,0,1,210.62
946,0,16,48,0,1,1,495.28
947,0,3,41,1,0,1,168.16
948,1,3,26,1,1,1,164.66
949,1,13,20,1,0,1,397.52
950,0,8,48,1,1,1,245.6
951,0,8,57,1,0,0,198.86
952,0,17,54,1,1,1,130.4
953,0,9,53,1,1,1,394.4
954,0,3,41,1,1,0,403.84
955,0,11,48,0,1,1,304.95
956,0,7,23,1,0,0,480.79
957,0,1,19,0,1,1,193.17
958,0,12,37,1,1,1,148.83
959,0,15,45,1,0,1,354.86
960,0,1,28,1,1,1,391.28
961,1,10,21,1,0,1,151.21
962,0,9,32,1,0,1,84.47
963,0,14,23,0,1,1,414.73
964,0,16,47,1,0,1,489.43
965,0,7,55,0,1,1,340.1
966,0,17,19,0,1,1,175.04
967,0,8,32,0,0,1,498.5
968,0,7,28,1,1,1,451.97
969,0,13,25,0,0,1,281.02
970,0,17,43,1,1,1,421.39
971,0,11,62,0,0,0,417.12
972,0,18,61,0,0,0,470.66
973,0,13,22,0,0,0,428.42
974,0,16,23,0,1,0,339.66
975,0,2,43,1,1,0,324.19
976,0,6,21,0,1,1,260.31
977,0,16,36,0,1,0,331.92
978,0,11,37,0,1,0,407.85
979,0,8,50,0,1,1,486.07
980,0,14,37,0,0,1,260.28
981,0,17,29,0,1,1,308.14
982,0,12,64,1,1,1,250.16
983,1,7,18,1,0,1,350.82
984,0,13,43,1,1,0,333.46
985,0,7,31,1,1,1,58.03
986,0,13,55,0,1,1,293.52
987,1,6,54,0,1,0,89.82
988,1,11,28,1,0,0,61.87
989,0,10,53,0,0,1,406.04
990,0,10,30,1,0,0,166.39
991,0,12,60,0,1,1,203.29
992,0,17,20,0,0,0,78.84
993,0,1,50,0,1,1,130.78
994,0,14,23,1,0,1,394.52
995,0,17,27,1,0,0,272.09
996,0,14,22,1,1,0,446.3
997,0,18,40,0,1,1,228.76
998,1,11,27,0,0,1,170.92
999,0,12,61,0,1,1,206.42
1000,0,10,19,0,1,1,370.75
1001,1,4,30,1,0,1,299.75
1002,1,0,57,0,0,0,456.89
1003,1,2,19,1,1,0,320.98
1004,0,18,37,1,1,0,271.86
1005,0,6,18,0,0,1,403.59
1006,0,11,54,1,1,0,476.39
1007,1,14,26,0,1,0,210.13
1008,0,4,34,0,1,1,162.44
1009,0,14,26,0,1,1,327.3
1010,0,7,28,1,1,0,274.49
1011,0,9,32,0,1,0,495.13
1012,0,15,41,1,1,0,258.06
1013,0,7,55,1,1,0,83.45
1014,0,0,52,0,1,1,489.82
1015,0,11,47,1,1,0,429.61
1016,1,4,48,1,0,1,130.21
1017,1,2,22,0,1,1,457.07
1018,0,0,61,0,1,0,203.3
1019,1,3,31,1,1,1,219.7
1020,0,7,28,0,1,0,457.88
1021,1,2,26,1,1,0,288.55
1022,0,9,51,0,0,0,111.99
1023,0,1,29,0,1,0,216.08
1024,0,10,52,0,1,0,374.94
1025,0,9,52,0,0,0,128.38
1026,0,13,18,1,0,1,315.6
1027,0,6,57,0,1,1,362.87
1028,1,1,39,1,0,1,204.73
1029,1,8,46,1,0,0,362.25
1030,0,15,25,1,1,1,447.89
1031,1,12,28,1,1,1,262.45
1032,0,8,58,0,1,1,222.31
1033,0,3,54,0,1,1,163.02
1034,1,9,31,1,0,1,321.89
1035,0,11,47,0,1,0,445.93
1036,1,16,52,1,1,1,196.1
1037,0,13,38,0,1,0,228.31
1038,0,13,54,1,1,1,232.98
1039,0,1,22,1,1,0,302.37
1040,0,10,36,1,1,0,152.78
1041,0,15,31,1,1,0,420.0
1042,0,18,43,1,1,1,183.02
1043,1,5,21,1,1,0,367.41
1044,0,18,42,1,1,0,280.95
1045,0,4,62,0,1,1,313.65
1046,0,3,59,0,1,1,130.82
1047,0,14,42,0,1,0,380.76
1048,1,3,35,1,1,0,134.88
1049,0,9,57,0,1,1,101.06
1050,1,2,25,1,1,1,296.01
1051,0,4,56,1,1,1,369.18
1052,0,5,57,1,1,1,72.52
1053,0,7,31,1,1,0,81.23
1054,1,6,49,0,1,1,411.21
1055,0,9,55,1,1,1,414.06
1056,0,5,50,1,1,1,160.39
1057,0,13,40,0,1,0,326.85
1058,0,3,32,0,1,1,249.43
1059,0,12,50,1,0,1,334.71
1060,0,16,42,1,1,0,438.3
1061,0,6,34,0,1,1,85.94
1062,0,3,50,1,1,1,400.09
1063,0,13,64,1,1,1,271.86
1064,1,2,19,0,1,1,303.86
1065,0,4,31,1,1,1,344.27
1066,0,15,57,1,1,1,465.18
1067,0,3,57,1,1,0,75.52
1068,1,1,56,1,1,0,63.26
1069,0,17,23,0,0,0,130.22
1070,0,18,23,0,1,1,493.9
1071,0,18,20,0,1,1,371.78
1072,0,16,24,0,0,1,326.59
1073,0,13,25,0,1,1,71.17
1074,0,18,59,1,1,1,445.6
1075,0,12,32,1,0,1,415.74
1076,0,11,64,1,1,0,349.16
1077,0,5,46,1,0,1,202.61
1078,0,3,50,1,1,0,81.73
1079,0,18,47,0,1,1,311.02
1080,0,15,56,0,1,1,373.86
1081,1,12,44,0,0,1,92.41
1082,0,3,53,1,0,0,335.2
1083,0,16,46,0,0,0,178.86
1084,0,0,55,1,1,1,393.91
1085,0,17,50,0,0,1,292.83
1086,0,16,54,1,1,0,108.07
1087,0,14,44,1,0,1,286.93
1088,0,10,50,1,1,0,228.08
1089,0,12,21,1,1,1,131.16
1090,0,0,39,1,0,1,428.68
1091,0,16,19,1,1,1,54.96
1092,1,5,27,1,0,1,190.46
1093,1,3,22,1,0,1,55.67
1094,0,15,27,1,1,1,93.2
1095,0,14,50,0,1,0,183.69
1096,0,14,55,0,1,0,74.42
1097,1,5,30,1,0,0,318.48
1098,0,14,48,0,1,1,89.09
1099,0,13,64,0,0,0,365.77
1100,0,10,53,1,0,0,73.69
1101,0,6,62,1,1,0,76.69
1102,0,8,41,1,1,0,187.4
1103,0,15,32,0,0,0,453.46
1104,0,4,46,0,1,1,338.63
1105,0,9,25,0,0,1,396.56
1106,0,17,22,0,1,1,113.7
1107,0,2,46,0,0,1,425.36
1108,1,12,64,0,0,0,53.67
1109,0,10,21,1,1,1,145.88
1110,0,16,29,1,1,0,327.24
1111,1,12,62,0,1,0,218.86
1112,1,5,19,0,0,1,492.89
1113,0,16,44,0,0,0,63.65
1114,0,12,48,0,1,1,499.37
1115,0,18,53,1,0,0,330.63
1116,0,18,53,0,1,1,301.42
1117,1,9,43,0,0,1,76.78
1118,1,2,60,0,1,0,173.0
1119,0,13,44,0,1,1,466.1
1120,0,18,22,1,0,0,209.41
1121,0,4,37,1,1,1,347.74
1122,1,4,28,1,1,0,499.77
1123,0,16,27,0,0,1,168.38
1124,1,9,57,1,1,1,309.24
1125,0,4,55,1,1,0,363.4
1126,0,3,23,1,0,1,124.08
1127,0,5,25,0,1,1,116.9
1128,1,3,40,0,0,1,255.34
1129,0,6,64,1,1,1,223.62
1130,0,6,43,1,1,0,371.4
1131,0,17,63,0,1,1,81.28
1132,1,2,60,0,1,0,487.47
1133,0,0,29,0,1,0,56.42
1134,0,3,43,1,1,1,320.59
1135,0,5,30,0,0,1,303.18
1136,0,8,57,1,1,0,110.62
1137,0,13,35,0,0,0,117.91
1138,0,11,42,1,1,1,406.7
1139,1,3,50,1,1,0,449.4
1140,1,11,64,0,0,0,177.36
1141,0,9,57,1,0,0,247.08
1142,0,6,60,0,1,1,209.75
1143,0,2,29,1,1,1,82.65
1144,0,13,61,1,1,0,352.94
1145,0,9,53,0,1,1,421.34
1146,0,15,21,1,1,0,187.2
1147,0,15,22,1,1,1,495.58
1148,0,9,54,0,0,1,84.13
1149,0,12,25,1,0,1,347.81
1150,1,5,59,1,1,1,251.7
1151,0,11,45,1,1,1,250.97
1152,0,8,48,0,0,1,255.94
1153,1,12,26,0,1,1,166.41
1154,1,3,46,0,0,1,372.0
1155,0,10,31,1,1,0,374.71
1156,0,17,57,0,1,0,177.08
1157,0,10,58,1,1,1,425.89
1158,1,3,39,0,1,1,192.58
1159,1,17,28,1,0,0,376.29
1160,1,0,40,0,1,0,104.45
1161,1,6,18,0,1,1,125.92
1162,1,5,63,0,1,1,192.11
1163,0,14,54,0,1,1,317.24
1164,0,17,38,1,1,1,340.48
1165,0,10,43,1,1,1,228.36
1166,1,14,63,1,1,1,85.03
1167,0,15,53,1,0,1,218.14
1168,0,6,40,1,0,1,359.95
1169,0,9,18,1,0,1,351.95
1170,0,11,57,1,0,0,122.09
1171,0,13,32,1,1,0,53.5
1172,1,4,38,0,0,1,388.84
1173,0,17,64,1,1,0,97.87
1174,1,4,26,0,1,0,87.06
1175,0,2,26,1,1,1,51.22
1176,1,4,27,1,1,1,244.67
1177,0,16,43,0,1,0,276.47
1178,0,18,58,0,1,0,336.95
1179,0,18,52,1,1,0,183.23
1180,0,11,42,1,0,1,369.69
1181,0,8,43,0,1,0,126.2
1182,1,0,28,1,1,0,424.4
1183,0,17,55,1,1,0,307.33
1184,0,3,19,0,0,1,312.75
1185,1,9,24,1,0,0,144.4
1186,1,6,35,1,1,0,83.35
1187,0,0,44,0,1,1,259.13
1188,0,16,51,1,0,1,327.03
1189,1,1,44,1,0,1,92.77
1190,0,10,34,0,1,1,477.74
1191,0,8,60,0,1,1,491.19
1192,1,6,61,0,0,0,295.46
1193,0,16,41,1,1,1,477.53
1194,1,16,42,1,0,0,130.75
1195,0,1,24,1,0,1,61.44
1196,1,5,23,1,1,0,67.73
1197,0,13,41,1,0,0,314.38
1198,1,5,50,0,1,1,77.74
1199,0,1,46,0,1,0,481.35
1200,0,0,60,0,1,1,113.87
1201,0,9,39,0,0,0,187.13
1202,1,4,43,1,0,0,420.13
1203,1,1,45,1,0,1,148.43
1204,0,15,38,0,1,1,159.34
1205,0,1,24,1,1,1,339.04
1206,1,9,34,1,1,0,174.24
1207,0,1,37,0,1,1,147.85
1208,0,15,58,0,1,1,164.38
1209,0,15,37,0,1,1,270.79
1210,0,18,39,0,0,1,484.74
1211,0,6,45,1,0,1,424.51
1212,0,11,57,0,1,1,178.07
1213,0,14,24,0,0,1,213.52
1214,1,7,18,1,0,1,259.03
1215,1,5,49,1,1,1,490.52
1216,0,9,30,0,1,0,127.58
1217,0,2,47,0,0,0,210.87
1218,0,18,40,0,1,1,378.24
1219,0,16,36,0,1,0,483.77
1220,0,6,49,0,1,0,120.05
1221,0,3,47,1,0,0,152.32
1222,0,13,46,0,0,0,151.56
1223,0,14,62,0,1,1,59.42
1224,0,7,46,1,1,1,321.85
1225,0,14,47,0,1,1,351.82
1226,0,13,33,0,1,0,321.14
1227,0,8,57,0,0,1,82.1
1228,1,7,36,1,0,1,81.15
1229,0,16,35,0,1,1,144.67
1230,0,1,18,1,0,1,180.63
1231,0,2,31,1,0,0,403.94
1232,1,7,64,0,1,1,121.73
1233,0,11,19,1,0,1,69.84
1234,0,0,45,0,0,1,227.29
1235,0,9,47,0,1,1,237.38
1236,1,2,55,1,0,0,252.91
1237,0,5,21,1,0,1,422.11
1238,0,6,18,1,1,1,94.1
1239,0,17,25,0,1,0,366.77
1240,0,10,46,0,0,1,202.08
1241,0,18,56,1,1,0,189.49
1242,0,4,20,0,1,0,469.64
1243,0,18,49,0,1,0,161.81
1244,0,10,27,0,1,0,339.14
1245,0,11,27,0,1,1,173.81
1246,0,9,36,1,1,0,278.21
1247,0,7,63,0,0,0,403.83
1248,0,8,51,1,0,1,446.78
1249,1,3,50,0,1,1,427.41
1250,0,4,40,1,1,1,311.98
1251,0,7,45,0,0,0,161.97
1252,0,8,49,0,1,1,347.56
1253,0,14,24,0,1,0,369.46
1254,1,14,46,0,1,1,54.81
1255,0,15,25,1,0,0,247.64
1256,0,13,18,1,1,1,429.47
1257,1,7,20,1,0,0,270.31
1258,0,17,41,0,0,1,190.12
1259,1,9,40,0,1,1,442.31
1260,0,5,25,0,0,1,120.15
1261,1,11,64,1,0,0,142.9
1262,1,1,54,1,1,1,359.32
1263,1,6,20,1,0,1,208.6
1264,0,15,50,0,0,1,370.86
1265,0,2,45,1,0,0,120.97
1266,0,12,64,0,1,0,163.52
1267,0,2,25,1,1,1,120.49
1268,0,17,51,1,1,1,478.81
1269,0,10,52,1,1,1,232.43
1270,0,7,49,1,1,1,201.75
1271,0,5,41,0,1,1,56.39
1272,0,0,31,1,0,1,119.04
1273,1,0,49,0,0,0,239.51
1274,0,7,63,1,1,0,80.83
1275,0,4,60,0,0,1,279.83
1276,0,15,33,0,1,0,254.76
1277,1,10,21,1,1,0,395.23
1278,1,4,54,1,1,0,346.91
1279,1,3,38,1,1,0,250.68
1280,1,5,31,0,1,1,151.1
1281,0,13,48,1,1,1,377.09
1282,0,18,35,0,1,1,368.54
1283,1,8,24,1,1,0,118.98
1284,0,11,27,0,1,1,461.64
1285,0,10,24,1,0,0,78.98
1286,0,13,50,1,0,1,74.77
1287,0,15,40,1,1,1,134.31
1288,1,0,38,0,1,0,459.26
1289,0,12,36,0,1,1,284.0
1290,0,12,36,1,0,1,404.57
1291,0,1,53,0,1,0,152.53
1292,0,3,46,1,0,1,270.6
1293,0,5,35,0,1,1,211.23
1294,0,4,19,0,1,0,422.52
1295,1,2,18,1,0,1,60.17
1296,1,0,64,1,1,1,159.73
1297,0,3,22,1,1,1,118.66
1298,0,1,37,1,1,0,436.64
1299,1,4,28,0,1,0,260.39
1300,0,2,59,1,1,1,231.9
1301,1,8,19,0,0,0,252.27
1302,0,5,20,1,1,1,487.37
1303,0,17,40,1,1,1,432.62
1304,0,5,29,0,1,1,367.87
1305,0,18,37,1,0,1,180.72
1306,0,11,22,1,0,0,124.33
1307,0,10,54,0,0,0,464.65
1308,0,1,55,1,0,0,240.38
1309,0,14,47,0,0,1,175.44
1310,0,11,26,0,1,1,261.91
1311,0,11,51,1,0,1,463.03
1312,1,8,61,1,0,1,224.18
1313,1,1,52,1,1,1,303.19
1314,1,2,39,1,0,0,411.33
1315,0,11,61,1,0,0,242.21
1316,0,15,41,1,0,0,155.09
1317,1,0,34,0,0,1,497.54
1318,0,2,27,0,1,0,480.46
1319,0,1,47,0,0,1,429.57
1320,0,8,63,0,1,1,359.77
1321,0,18,40,1,1,1,182.69
1322,0,14,49,0,1,1,461.04
1323,0,17,34,0,1,0,174.0
1324,0,10,34,0,1,1,410.36
1325,0,15,31,1,1,1,463.22
1326,0,16,26,1,0,0,321.35
1327,0,4,57,1,1,0,411.38
1328,0,11,19,1,1,1,406.26
1329,0,10,62,1,0,0,136.92
1330,0,14,42,1,0,1,350.57
1331,1,2,56,0,1,1,92.06
1332,1,0,26,1,1,0,278.53
1333,0,15,39,1,0,1,123.01
1334,1,1,60,1,1,0,237.36
1335,1,1,63,1,0,1,424.84
1336,0,2,21,0,1,0,494.23
1337,1,7,43,1,0,1,193.08
1338,0,14,46,1,0,0,289.38
1339,0,6,62,0,1,0,280.08
1340,1,5,51,1,1,0,479.48
1341,0,8,40,0,1,0,265.36
1342,1,0,54,1,1,0,364.6
1343,0,7,28,1,0,1,464.81
1344,0,2,23,0,1,1,218.02
1345,0,3,35,1,0,0,455.96
1346,1,14,38,0,0,0,462.86
1347,0,5,59,1,0,1,468.8
1348,0,14,53,0,1,1,171.7
1349,0,2,58,1,1,0,230.16
1350,0,13,55,0,1,1,441.68
1351,0,13,51,1,1,0,211.62
1352,0,3,34,0,0,1,320.11
1353,1,11,54,1,1,0,103.12
1354,1,16,42,1,1,0,75.32
1355,0,6,55,1,0,1,235.4
1356,1,8,29,1,1,0,310.51
1357,0,2,40,1,0,1,226.71
1358,0,12,59,0,1,0,309.98
1359,0,14,39,0,1,1,281.79
1360,0,17,38,0,1,1,358.57
1361,0,18,44,1,0,0,342.29
1362,0,0,48,1,0,1,240.91
1363,0,5,23,0,1,1,241.25
1364,0,1,44,1,0,1,113.35
1365,0,13,57,1,0,1,280.96
1366,1,5,51,1,1,1,314.23
1367,1,13,29,0,1,0,264.42
1368,0,3,62,0,1,0,196.57
1369,1,7,24,1,1,1,374.74
1370,1,2,27,1,0,1,83.6
1371,0,18,62,0,1,0,461.5
1372,0,13,34,1,0,1,59.29
1373,0,16,43,1,1,1,483.06
1374,0,7,38,1,1,0,258.06
1375,0,13,45,1,1,0,235.7
1376,0,5,63,0,0,1,165.4
1377,0,15,19,0,1,0,54.53
1378,1,18,60,1,1,1,173.66
1379,1,13,18,0,0,1,99.23
1380,0,18,53,0,1,0,346.92
1381,1,2,43,0,1,0,193.58
1382,0,9,46,0,1,0,395.23
1383,0,18,38,0,0,1,143.11
1384,0,8,28,0,0,1,455.11
1385,0,12,57,0,0,0,285.34
1386,0,6,28,0,1,1,101.53
1387,0,13,53,1,0,0,230.38
1388,0,8,56,1,0,0,143.04
1389,1,18,57,1,1,0,139.86
1390,0,14,52,0,1,0,277.87
1391,1,13,51,0,0,0,352.35
1392,0,5,64,1,0,0,460.23
1393,0,3,41,1,1,1,275.97
1394,0,7,39,0,0,1,484.63
1395,0,16,22,0,1,0,473.74
1396,0,8,50,1,1,0,439.28
1397,0,0,53,0,1,0,274.99
1398,0,13,64,0,1,0,113.41
1399,0,10,37,1,1,1,148.06
1400,0,2,36,1,1,0,341.45
1401,0,8,52,0,0,0,239.79
1402,0,13,60,0,1,0,116.06
1403,0,8,34,1,1,0,265.55
1404,1,3,62,0,0,0,57.84
1405,0,3,60,0,0,1,380.25
1406,0,7,51,0,0,0,83.11
1407,0,1,26,1,1,1,333.1
1408,0,8,43,0,0,1,406.85
1409,0,13,19,1,0,1,109.69
1410,1,8,26,1,0,1,283.39
1411,0,15,26,1,1,1,400.58
1412,0,16,57,1,0,0,167.29
1413,0,15,34,0,1,1,123.31
1414,0,11,18,0,1,1,201.57
1415,0,2,42,0,1,0,299.61
1416,0,10,60,0,1,1,308.88
1417,0,13,57,1,0,1,108.89
1418,1,17,59,0,0,1,255.91
1419,1,4,42,0,1,0,170.73
1420,0,15,56,0,0,0,428.91
1421,1,4,52,1,0,0,191.11
1422,1,2,20,0,1,0,427.42
1423,0,11,54,0,0,1,242.85
1424,1,0,61,0,1,1,376.96
1425,0,8,61,1,0,0,279.53
1426,1,8,47,1,1,1,329.88
1427,1,3,55,0,1,0,227.91
1428,1,2,51,0,1,0,395.69
1429,0,16,29,0,0,1,241.34
1430,0,1,36,0,1,1,255.86
1431,0,0,54,1,1,1,282.96
1432,0,7,61,1,1,1,424.32
1433,0,12,34,0,0,1,346.72
1434,0,14,27,1,1,1,207.12
1435,0,7,64,0,1,0,351.64
1436,1,11,29,1,1,1,339.09
1437,0,11,33,1,1,1,468.96
1438,0,13,41,0,0,1,428.64
1439,0,14,36,1,1,0,341.35
1440,0,14,25,0,1,1,203.68
1441,0,8,48,0,1,1,400.81
1442,0,18,38,0,1,0,308.84
1443,0,7,34,0,1,1,493.37
1444,0,18,40,1,1,0,161.38
1445,1,5,54,1,0,0,85.85
1446,0,18,33,1,0,1,81.45
1447,1,3,23,1,1,1,338.01
1448,1,6,25,1,1,0,472.67
1449,0,3,42,0,0,1,50.87
1450,0,11,35,0,0,1,376.6
1451,0,12,42,0,0,0,345.68
1452,1,2,29,1,1,1,379.54
1453,0,11,32,1,0,1,209.93
1454,0,1,43,0,1,1,419.22
1455,0,1,58,1,1,1,70.12
1456,0,8,62,1,1,1,389.94
1457,0,0,43,1,1,0,170.18
1458,1,7,64,0,1,0,264.58
1459,0,5,49,0,0,1,420.19
1460,0,5,27,0,1,1,172.11
1461,0,17,33,0,1,0,133.34
1462,0,16,24,0,1,1,356.59
1463,0,11,34,1,0,1,290.03
1464,1,5,40,0,0,0,281.48
1465,1,7,43,1,0,0,165.55
1466,0,18,38,1,0,0,65.7
1467,0,9,39,1,1,1,234.62
1468,1,0,24,0,0,0,97.95
1469,0,12,31,1,1,0,457.7
1470,1,16,32,1,0,1,68.56
1471,0,2,24,0,0,1,244.24
1472,0,7,26,0,1,0,73.51
1473,0,13,25,1,0,0,92.99
1474,1,2,40,0,0,1,346.49
1475,0,15,46,0,1,1,341.2
1476,0,12,35,0,1,1,64.87
1477,0,16,48,0,0,1,50.51
1478,0,12,47,1,1,0,85.47
1479,0,5,56,0,1,0,393.35
1480,0,16,52,1,1,0,313.06
1481,1,13,35,1,0,0,67.15
1482,0,16,59,1,0,1,269.64
1483,0,7,56,1,0,0,370.41
1484,0,10,34,1,0,0,441.03
1485,0,0,31,0,1,1,470.32
1486,0,6,48,1,1,0,197.35
1487,0,16,41,1,1,0,111.12
1488,1,9,52,1,0,0,156.62
1489,0,10,61,1,1,1,399.28
1490,0,8,62,0,0,1,487.17
1491,0,8,51,0,1,0,259.88
1492,1,4,20,1,1,1,187.41
1493,0,16,54,0,1,1,243.14
1494,0,8,60,1,1,1,187.17
1495,0,16,57,0,0,1,165.42
1496,0,18,43,0,1,1,317.19
1497,0,6,40,0,1,1,57.08
1498,0,8,61,0,1,0,166.8
1499,0,6,56,1,1,0,347.62
1500,0,12,32,0,1,0,64.43
